Date Added,Entity Name,Website,Location,Description,Lat,Lng,Image URL,Funding,Entity Type,Entity Category,Company Type,Country,Has Vehicles?
11/24/25,Austal USA,https://www.austal.com/ships/autonomous-ships,Mobile AL,Austal USA is a major shipbuilder specializing in aluminum vessels and has expanded into autonomous ship technologies for defense applications. The company manufactures naval vessels including Littoral Combat Ships and Expeditionary Fast Transports and is developing autonomous capabilities for naval platforms. Austal leverages its advanced shipbuilding expertise and aluminum construction capabilities to support the Navy's unmanned systems requirements.,30.6913462,-88.0437509,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9Upf0CGLwxzAmDr8OvGiyJTeEdWbpLfZ47cYI,,company,usv platform,Legacy,USA,TRUE
11/24/25,Metal Shark,https://www.metalsharkboats.com/,Jeanerette LA,"Metal Shark is a leading builder of combat and patrol boats having delivered over 2,000 vessels to U.S. and foreign militaries and first responders in the past 20 years. The company has partnered with HavocAI to integrate collaborative autonomy technology across its high-speed maneuverable unmanned surface vessels (HSMUSVs), achieving production rates of up to one vessel per day. Metal Shark's autonomous platforms include the Marine Corps Long Range Unmanned Surface Vessel (LRUSV), the Prowler semi-submersible USV, and the Frenzy micro-USV. Now a part of Magnet Defense",29.911,-91.6634,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9SlZ5fjvNfBYn0XSJZrqgtC4Pvb5kQIxUEL2h,,company,usv integrator,Mid-Tier,USA,TRUE
11/24/25,Textron Systems,https://www.textronsystems.com/products/cusv,Providence RI,"Textron Systems, a business unit of Textron Inc., develops the Common Unmanned Surface Vehicle (CUSV) for military applications. The company provides advanced defense systems and unmanned solutions across air, land, and maritime domains. Textron leverages its extensive defense technology experience to deliver autonomous maritime capabilities for government customers.",41.8239891,-71.4128343,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9QTs3SVyJYZEOsIl2MBSj3qcnwf6LRdND8KPH,,company,usv platform,Legacy,USA,TRUE
11/24/25,Huntington Ingalls Industries,https://hii.com/product/romulus-usvs/,Newport News VA,"Huntington Ingalls Industries (HII) is America's largest military shipbuilder and develops the Romulus family of unmanned surface vessels for Navy applications. The company brings decades of shipbuilding expertise from constructing aircraft carriers, destroyers, and amphibious ships to the autonomous vessel market. ",36.9775016,-76.42977,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9aoI0HhNGFgVJsw0xbPjSHfyBmc1Dv8kMaYOK,,company,usv platform,Legacy,USA,TRUE
11/24/25,MARTAC,https://martacsystems.com/,Melbourne FL,"MARTAC is the leading provider of high-performance Unmanned Surface Vehicles (USVs) and Fleet Management Solutions for the military, government, commercial and scientific markets worldwide. Our portfolio consists of two USV classes, the all-electric MANTAS and the high-performance combustion Devil Ray Classes.",28.0785034,-80.6077908,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9iq6LvJeSBIz1rRXYm2e3Wb5EZxqaGvVs86cw,,company,usv platform,Mid-Tier,USA,TRUE
11/24/25,Blue Ops (Red Cat Holdings),https://blueops.com/,Salt Lake City UT,"Blue Ops, a division of Red Cat Holdings, focuses on unmanned maritime systems for defense and security applications. The company provides autonomous surface and underwater vehicle solutions for military and commercial customers. Blue Ops is part of Red Cat's broader portfolio of unmanned systems technologies.",18.1380738,-65.8196369,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9iptUuieSBIz1rRXYm2e3Wb5EZxqaGvVs86cw,,company,usv platform,Mid-Tier,USA,TRUE
11/24/25,SeaRobotics,https://searobotics.com/,Stuart FL,"SeaRobotics Corporation designs and manufactures unmanned surface vehicles and autonomous control systems for military, security, and scientific applications. The company offers a range of USV platforms from small survey vessels to larger multi-mission capable systems. SeaRobotics provides turnkey autonomous solutions including vehicle hardware, software, and mission planning capabilities.",27.197983,-80.2519175,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9too4EV8eGEwYNBV0FAn4Cb2xM5ZhpRKIlfik,,company,usv platform,Mid-Tier,USA,TRUE
11/24/25,Swiftships,https://swiftships.com/,Morgan City LA,"Swiftships is a Louisiana-based shipbuilder with decades of experience constructing patrol boats and specialized vessels for military and commercial customers worldwide. The company serves as the vessel construction partner for L3Harris's Medium Unmanned Surface Vehicle program, building 195-foot autonomous ships. Swiftships leverages its Gulf Coast shipbuilding facilities and expertise to support the growing demand for unmanned naval platforms.",29.6993748,-91.20677,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9Vx1PNT01DQmSBwu9gWPcGRyJXA3Fp7zOEslq,,company,usv integrator,Mid-Tier,USA,TRUE
11/24/25,General Dynamics,https://gdmissionsystems.com/shipboard-integration-and-combat-systems/ghost,Reston VA,"General Dynamics Mission Systems developed the Ghost unmanned surface vessel, a high-speed autonomous platform designed for intelligence, surveillance, and reconnaissance missions. The 50-foot Ghost USV demonstrated speeds over 30 knots and the ability to operate autonomously for extended periods. General Dynamics applies its extensive defense systems integration experience to deliver unmanned maritime capabilities for naval operations.",38.9587514,-77.3585955,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9Eweaqgk5MwIGCx7cUiPElg4ZNay9uQDAn3kL,,company,usv platform,Legacy,USA,TRUE
11/24/25,BAE Systems US,https://www.baesystems.com/en/product/uncrewed-surface-vessel,Arlington VA,"BAE Systems US develops uncrewed surface vessel technologies and autonomous mission systems for naval applications. The company leverages its global defense technology expertise to provide advanced sensors, combat systems, and mission equipment for unmanned maritime platforms. BAE Systems offers integrated solutions combining autonomy, communications, and mission payloads for next-generation naval forces.",38.8769326,-77.0893094,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9UdsfthLwxzAmDr8OvGiyJTeEdWbpLfZ47cYI,,company,usv platform,Legacy,USA,TRUE
11/24/25,Teledyne Technologies,https://www.teledynemarine.com/brands/oceanscience,Thousand Oaks CA,"Teledyne Marine, part of Teledyne Technologies, produces the OceanScience Z-Boat series of autonomous surface vehicles for hydrographic surveying and ocean data collection. The company's USVs are widely used for bathymetric mapping, water quality monitoring, and coastal surveying applications. Teledyne leverages its extensive marine instrumentation and sensor expertise to provide complete autonomous survey solutions for government agencies, research institutions, and commercial customers.",34.1705609,-118.8375937,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9rHY2ATiRAmDMhLtW5vsSpbKPFE4c8GUoBjen,,company,usv platform,Legacy,USA,TRUE
11/24/25,Splash Inc.,https://splash9.com/,Inglewood CA,"Splash is developing the next generation of autonomous surface vessels (ASVs) to provide National Security and defend critical assets such as oil rigs and shipping terminals. Our long-term vision is to make traditional naval vessels obsolete by creating a fleet of low-cost and versatile boats which will be able to dominate the seas. Our expertise in mass manufacturing, engineering and quickly scaling operations will make this vision a reality.",33.9562003,-118.353132,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9NcSzmSnCHOZjMeUTQyhknwcFPf8EG4xrS7YW,500000,company,usv platform,Startup,USA,
11/24/25,SeaTrac,https://www.seatrac.com/,Marblehead MA,SeaTrac designs and develops uncrewed surface vehicles for persistent in-shore and open-ocean missions. Energy is derived from solar panels; propulsion comes from a highly efficient electric motor. Power from the vessel’s substantial battery storage allows for consistent cruise speeds over days with varying weather conditions.,42.500096,-70.8578253,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9DSAA9qnPFHPydTYRlvfXViMua2E7mGQIW0rJ,3800000,company,usv platform,Startup,USA,TRUE
11/24/25,Amidon Heavy Industries,https://amidonheavyindustries.com/,El Segundo CA,"Amidon Heavy Industries builds systems that replace ship-bound workflows with shore-launched vessels and mission software. By shifting operations off large ships and into scalable hardware and software, we deliver offshore missions at a fraction of the cost and with the frequency needed to make continuous monitoring practical.",33.917028,-118.4156337,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9hHP8Pr9ECHiwd8AkVtfT4ox6qhmY1R9FXPIr,,company,usv platform,Startup,USA,TRUE
11/24/25,Anduril,https://www.anduril.com/article/anduril-to-build-autonomous-warships/,"Seattle, WA","Anduril Industries is an American defense technology company that develops AI-powered autonomous defense systems. The company designs and manufactures various autonomous hardware, such as the Roadrunner drone, and integrates them with its core Lattice command and control software platform to provide comprehensive defense solutions. Unlike traditional defense contractors, Anduril uses private capital for R&D to build finished products quickly, then sells them off-the-shelf to government customers like the U.S. Department of Defense.",47.6061,-122.3328,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9KlVaPNbL2R5xpcqBe1S6JjEYyVCdFfzlGmNo,6200000000,company,usv platform,New Prime,USA,
11/24/25,Ocean Infinity,https://oceaninfinity.com/,"Austin, TX","Ocean Infinity is a pioneer of large scale marine robotic operations deploying robotic technologies to capture ocean data and deliver maritime solutions whilst minimising our environmental footprint. They are building the world’s largest fleet of marine robotic vehicles, offering the safest and most sustainable operations the industry has ever seen. Their purpose is to innovate using robotics and technology to transform industries, enabling people and the planet to thrive.",30.268,-97.744,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9xsAprjfmtQBP8pSHjcbWgl2CE5Ddqm0azT1A,,company,usv platform,Startup,USA,
11/24/25,BLUE Incubator at Blue Innovation Labs,https://blueinnovationlabs.com/blue-incubator,"Boston, MA","New England’s first BlueTech incubator, Blue Innovation Labs offers a 1–3 year, startup-only program providing intensive mentorship, funding opportunities, investor access, and commercialization support. Since 2017, it has supported 30 early-stage BlueTech companies that have collectively raised over $30M.",42.360081,-71.058884,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9vEMaHeWyO1bT5gvD7icLBZVz4xRA3oCKj8Jp,,partner,incubator,,USA,
11/24/25,Port of San Diego’s Blue Economy Incubator,https://www.portofsandiego.org/waterfront-development/blue-economy,"San Diego, CA","The Port of San Diego's Blue Economy Incubator (BEI) accelerates blue-tech innovation by providing funding, pilot project facilitation, permitting support, and access to Port-based testbeds for emerging ocean-focused solutions. With over 35 partnerships and millions in pilot and R&D funding leveraged, BEI helps entrepreneurs advance technologies in areas such as coastal resiliency, aquaculture, maritime decarbonization, and ocean data.",32.7174202,-117.162772,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9JJ4QV7uPSKyOC940B51LYtbdgifcsEHhl3Fm,,partner,incubator,,USA,
11/24/25,StartBlue,https://startblue.ucsd.edu/,"La Jolla, CA",StartBlue Ocean Enterprise Accelerator is an immersive four-month program designed to help U.S.-based (or U.S. subsidiary) ocean intelligence startups launch and scale supporting the goals of the NOAA Ocean Enterprise Initiative. This partnership between Scripps Institution of Oceanography and Rady School of Management is aimed at helping researchers like you take their innovative ideas to market.,32.8401623,-117.2740777,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9Q0k9LKyJYZEOsIl2MBSj3qcnwf6LRdND8KPH,,partner,incubator,,USA,
11/24/25,TMA BlueTech,https://www.tmabluetech.org/,"San Diego, CA","TMA BlueTech is the nation’s leading BlueTech cluster, uniting industry, academia, and government to drive innovation in maritime defense, advanced maritime systems, and ocean resilience. Through strategic collaboration and market intelligence, it accelerates dual-use solutions and creates commercial opportunities for its members.",32.7174202,-117.162772,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9pFPuNBRRnSzg7m682rl3MIj9YZ5bPAWhaBON,,partner,non-profit/association,,USA,
11/24/25,Mass Challenge Blue Tech Program,https://masschallenge.org/programs-bluetech/,"Boston, MA","MassChallenge BlueTech is a 6-week program helping marine and maritime startups gain strategic exposure to defense agencies, procurement offices, and investors while advancing innovations in naval cybersecurity, autonomous systems, and climate-resilient technologies. The program supports early-stage companies developing next-generation solutions for defense and dual-use maritime applications.",42.360081,-71.058884,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9jV6QTwoscmFpWyNtbziZMTBnKwVQxoeqLuIR,,partner,incubator,,USA,
11/24/25,BlueTech Boost Incubator Program,https://www.gmri.org/projects/bluetech-boost-incubator-program/,"Portland, ME","The BlueTech Boost is a 10-week, hybrid incubator program designed to help founders overcome early-stage startup hurdles and reach specific milestones in their company’s journey. We provide direct mentor support, connect founders to Gulf of Maine Research Institute’s subject-matter expertise, and supplement with microgrant funding to help move founders along the pathway towards growth.",43.6573605,-70.2586618,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb91OOkuAkjifjngPC02IqYdNo78eDs9Mla63hW,,partner,incubator,,USA,
11/24/25,Blue Swell,https://blueswell.sea-ahead.com/,"Cambridge, MA","BlueSwell, run by SeaAhead, supports early-stage ocean-focused founders with funding, mentorship, and specialized infrastructure to turn high-impact BlueTech concepts into sustainable businesses. The program accelerates solutions in areas such as sustainable ocean food, low-carbon maritime transport, renewable ocean energy, marine pollution reduction, and coastal resilience.",42.3656347,-71.1040018,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9jQ4si5oscmFpWyNtbziZMTBnKwVQxoeqLuIR,,partner,incubator,,USA,
11/24/25,Blue w(AI)ve Accelerator,https://www.gmri.org/projects/blue-waive-accelerator/,"Portland, ME","The Blue w(AI)ve Accelerator is a 16-week program in Portland, Maine, supporting early-stage companies using AI for ocean-focused innovation through expert mentorship, tailored support, and investment-readiness resources. A partnership between Gulf of Maine Ventures and the Roux Institute, it provides dedicated AI consulting and access to a broad network of industry leaders and investors.",43.6573605,-70.2586618,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9AQD2Vkt4bEjTzDi36fHpCOlGcSMAyKLk5Q21,,partner,incubator,,USA,
11/24/25,Woods Hole,https://www.whoi.edu/,"Woods Hole, MA","Woods Hole Oceanographic Institution (WHOI) is the world’s leading independent non-profit dedicated to ocean science, technology, education, and communication. Our work fuels economic growth, strengthens national security, and improves lives and livelihoods by advancing the frontiers of knowledge and accelerating the search for solutions to some of our most pressing challenges.",41.5238752,-70.6694015,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9WPoMOYA1Aj6qipCozhZ8TswruWDQOfJmBxlY,,partner,research institute,,USA,
11/24/25,Scripps Institution of Oceanography,https://scripps.ucsd.edu/,"La Jolla, CA","Scripps Institution of Oceanography at UC San Diego is a world-leading center for ocean, Earth, and atmospheric research, driving scientific discovery and solutions to major environmental challenges. With renowned academic programs, a fleet of research vessels, and the Birch Aquarium, Scripps trains the next generation of scientific leaders while advancing global understanding of our planet.",32.8401623,-117.2740777,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb93reW75SYAPn8DyHaJqhVBOZXSj74Wo9kGpz0,,partner,research institute,,USA,
11/24/25,Florida Institute of Oceanography,https://www.fio.usf.edu/,"St. Petersburg, FL","The Florida Institute of Oceanography (FIO) is a 34-member consortium supporting coastal and ocean science across Florida through its research vessels, Keys Marine Laboratory, advanced programming, and educational opportunities. Serving as a statewide facilitator, FIO enables research, academic training, and business engagement that strengthen Florida’s Blue Economy and advance marine innovation.",27.7700475,-82.6359078,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9R4pFbxZJ1ckrbl6VT3ZugpMwAeH59GNdmFxS,,partner,research institute,,USA,
11/24/25,Pacific Coastal and Marine Science Center,https://www.usgs.gov/pacific-coastal-and-marine-science-center,"Santa Cruz, CA",PCMSC is one of three centers serving the mission of the USGS Coastal and Marine Hazards and Resources Program—the primary Federal marine geology and physical science research program responsible for the Nation’s entire coastal and marine landscape. ,37.050096,-121.99059,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9ZwMvzwXoxJhbuY5UnB4g3LVHTclvQXjeC7SK,,partner,research institute,,USA,
11/24/25,Gulf of Maine Research Institute,https://www.gmri.org/,"Portland, ME","The Gulf of Maine Research Institute (GMRI) is a science-driven, community-focused organization tackling the region’s most urgent ocean challenges through transdisciplinary research and partnerships. By turning knowledge into action, GMRI provides coastal communities with the insight, tools, and collaboration they need to build a sustainable and resilient marine future.",43.6573605,-70.2586618,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9OJH2dzTMZYbpqNwmLdcnorHyf74ihz2uJeFE,,partner,research institute,,USA,
11/24/25,US Center for Maritime Innovation,https://www.uscmi.org/,"Washington, DC","Authorized by the U.S. Congress, the Center is intended to support the study, research, development, assessment, and deployment of emerging marine technologies and practices related to the U.S. maritime transportation system (MTS)",38.8950368,-77.0365427,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9iXunEMeSBIz1rRXYm2e3Wb5EZxqaGvVs86cw,,government,civil,,USA,
11/24/25,NOAA,https://www.noaa.gov/,"Washington, DC","The National Oceanic and Atmospheric Administration (NOAA) is a U.S. scientific and regulatory agency responsible for weather forecasting, ocean and atmospheric monitoring, marine resource management, and deep-sea exploration. As part of the Department of Commerce, NOAA protects ecosystems, supports safe navigation, and advances understanding of Earth’s oceans and climate.",38.8950368,-77.0365427,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9OHO4mhTMZYbpqNwmLdcnorHyf74ihz2uJeFE,,government,civil,,USA,
11/24/25,DARPA,https://www.darpa.mil/,"Ballston, VA","The Defense Advanced Research Projects Agency (DARPA) is a U.S. Department of Defense agency that develops emerging technologies to advance military capabilities. By partnering with academia, industry, and government, DARPA drives high-impact R&D projects that push the frontiers of science and technology.",38.8950368,-77.0365427,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9FS1ir0JCPQBIa1K5ueGORXs3Zci2mF96YhjT,,government,military,,USA,
11/24/25,ASN(RDA) Maritime Industrial Base,https://www.secnav.navy.mil/rda/mib/Pages/default.aspx,"Washington, DC","The Maritime Industrial Base (MIB) Program modernizes and strengthens U.S. shipbuilding by integrating advanced technologies, enhancing supply chain resilience, and developing a skilled workforce. By uniting submarine and surface ship initiatives, MIB drives innovation, creates high-skilled jobs, and ensures America’s maritime superiority for the future.",38.8737891,-76.9955602,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9IrdX6yKZhEaBvXqrdcsnUQbVGi3ozJSpCR72,,government,military,,USA,
11/24/25,US Navy: Portfolio Acquisition Executive for Robotic and Autonomous Systems (PAE RAS),,"Washington, DC","<p><strong>The U.S. Navy's Portfolio Acquisition Executive for Robotic and Autonomous Systems (PAE RAS)</strong> consolidates approximately 50-66 unmanned programs across surface, undersea, air, and ground domains under unified leadership. Established in September 2025 and led by Rebecca Gassler (appointed December 2025), PAE RAS manages roughly $19 billion in acquisitions over five years, including programs like the Orca Extra Large UUV, Modular Attack Surface Craft (MASC), and swarming small USV systems. The office was created to accelerate delivery, improve transparency, and align robotic and autonomous systems with Fleet and Marine Corps operational priorities. If you're interested in <a href=""https://usvhub.com/about#community"">joining the conversation</a> or hearing more updates, USV Hub brings together stakeholders including those within the Navy to speak about internal development within the department, through our monthly series.</p>",38.8691306,-77.054076,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9r9VRFaiRAmDMhLtW5vsSpbKPFE4c8GUoBjen,,government,military,,USA,
11/24/25,US Navy: PEO Robotics and Autonomous Systems,,"Washington, DC","The U.S. Navy’s PEO Robotics and Autonomous Systems now the (Portfolio Acquisition Executive for Robotic and Autonomous Systems) PAE RAS consolidates the development and acquisition of autonomous programs, including unmanned surface, underwater, and swarming systems, under a single portfolio. Tasked with accelerating innovation and streamlining procurement, PAE RAS oversees multi-billion-dollar programs like MASC and DAWG to enhance naval capabilities and operational readiness. USV Hub & UUV Hub consolidate developing opportunities as well as hosting conversations with relevant decision makers. To recieve updates join the email list by selecting JOIN in the header of this page.",38.8691306,-77.054076,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9r9VRFaiRAmDMhLtW5vsSpbKPFE4c8GUoBjen,,government,military,,USA,
11/24/25,OPNAV N9IZ: Robotic Autonomous Systems' group,,"Washington, DC",,38.8691306,-77.054076,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9RaTINhTZJ1ckrbl6VT3ZugpMwAeH59GNdmFx,,government,military,,USA,
11/24/25,SOF: PEO Maritime (PEO-M),https://www.socom.mil/SOF-ATL/Pages/programs_new.aspx,"MacDill Air Force Base, FL","SOF AT&L Maritime provides rapid acquisition, technology, and logistics support to Special Operations Forces, enabling no-fail missions with aircraft, vehicles, weapons, and ISR systems. By managing programs from development to fielding, it ensures warfighters receive critical capabilities quickly while involving them throughout the process.",27.8472,-82.50338,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9b2vVvkpYiXx1jKWksG90v3rodDtT4zL6nyw7,,government,military,,USA,
11/24/25,NAVSEA: PEO Unmanned and Small Combatants (USC),https://www.navsea.navy.mil/Home/PEO-Unmanned-and-Small-Combatants/,"Washington, DC","NAVSEA PEO USC designs, develops, builds, maintains, and modernizes the Navy’s unmanned maritime, mine warfare, special warfare, expeditionary warfare systems, and small surface combatants. It ensures these platforms meet operational needs and advance U.S. naval capabilities.",38.8691306,-77.054076,https://zrwmb79p32.ufs.sh/f/TyYukHBJrHb9xfEd3amtQBP8pSHjcbWgl2CE5Ddqm0azT1Ak,,government,military,,USA,
